gene_id	chr_id	transcript_length	gene_group	description	GO-labels
Ec-00_004320	chr_00	3019		expressed unknown protein	   
Ec-00_004330	chr_00	2727		Beta-lactamase-like	GO:0016787
Ec-00_004340	chr_00	465		RmlC-like jelly roll fold	   
Ec-00_004350	chr_00	2374		WD40 repeat	GO:0005515
Ec-00_004360	chr_00	397		expressed unknown protein	   
Ec-00_004370	chr_00	647		expressed unknown protein	   
Ec-00_004380	chr_00	729		Hypothetical protein	   
Ec-00_004400	chr_00	345		ankyrin repeat protein	   
Ec-00_004410	chr_00	1749		hypothetical protein	   
Ec-00_004420	chr_00	633		hypothetical protein	   
Ec-00_004430	chr_00	1965		Zinc finger FYVE/PHD-type	GO:0008270
Ec-00_004440	chr_00	1620		expressed unknown protein	   
Ec-00_004450	chr_00	1759		expressed unknown protein	   
Ec-00_004460	chr_00	984	GBG-gametophyte	PiggyBac transposable element-derived protein	   
Ec-00_004470	chr_00	1984	GBG-gametophyte	Hypothetical protein	   
Ec-00_004480	chr_00	1203		hypothetical protein	   
Ec-00_004490	chr_00	1699	GBG-gametophyte	conserved unknown protein	   
Ec-00_004500	chr_00	2322	GBG-gametophyte	hypothetical protein	   
Ec-00_004510	chr_00	1248	GBG-sporophyte	Glycosyl transferase family 31	GO:0006486,GO:0008378,GO:0016020
Ec-00_004520	chr_00	10372		RecName: Full=Mucin-1 Short=MUC-1 AltName: Full=Polymorphic epithelial mucin Short=PEM AltName: Full=PEMT AltName: Full=Episialin AltName: Full=Tumor-associated mucin AltName: Full=Carcinoma-as	GO:0016740
Ec-00_004530	chr_00	300		Hypothetical protein	   
Ec-00_004540	chr_00	1884		expressed unknown protein	   
Ec-00_004550	chr_00	1494		Glucose/ribitol dehydrogenase	GO:0008152,GO:0016491
Ec-00_004560	chr_00	3600		Pentatricopeptide repeat	   
Ec-00_004570	chr_00	1388		Riboflavin synthase putative	NA
Ec-00_004580	chr_00	168		hypothetical protein	   
Ec-00_004590	chr_00	1059		hypothetical protein	   
Ec-00_004600	chr_00	1105		Hypothetical protein	   
Ec-00_004610	chr_00	3315		hypothetical protein	   
Ec-00_004620	chr_00	1272		Arv1 protein	   
Ec-00_004630	chr_00	1819		Aspartate/ornithine carbamoyltransferase	GO:0006520,GO:0016597,GO:0016743
Ec-00_004640	chr_00	4130		RNA recognition motif domain	GO:0003676
Ec-00_004650	chr_00	3480		PIN domain	   
Ec-00_004660	chr_00	661		Hypothetical protein	   
Ec-00_004670	chr_00	6573		conserved unknown protein	   
Ec-00_004680	chr_00	330	GBG-sporophyte	Hypothetical protein	   
Ec-00_004690	chr_00	2780		conserved unknown protein	   
Ec-00_004700	chr_00	694		expressed unknown protein	   
Ec-00_004710	chr_00	1114		Hypothetical protein	   
Ec-00_004720	chr_00	165		Hypothetical protein	   
Ec-00_004730	chr_00	1152		Hypothetical protein	   
Ec-00_004740	chr_00	1638		hypothetical protein	   
Ec-00_004750	chr_00	1142		expressed unknown protein	   
Ec-00_004760	chr_00	1183		PC-Esterase	   
Ec-00_004770	chr_00	2825		Hypothetical protein	   
Ec-00_004780	chr_00	1330		Hypothetical protein	   
Ec-00_004790	chr_00	648		Hypothetical protein	   
Ec-00_004800	chr_00	4301		Hypothetical protein	   
Ec-00_004810	chr_00	873		Glycosyltransferase AER61 uncharacterised	GO:0016757
Ec-00_004820	chr_00	1359		Hypothetical protein	   
Ec-00_004830	chr_00	3307		expressed unknown protein	   
Ec-00_004840	chr_00	1496		exonuclease I Exo1	GO:0004518,GO:0006281
Ec-00_004850	chr_00	729		Ankyrin repeat-containing domain	   
Ec-00_004860	chr_00	345	GBG-sporophyte	Hypothetical protein	   
Ec-00_004870	chr_00	2094		hypothetical protein	   
Ec-00_004880	chr_00	582		Hypothetical protein	   
Ec-00_004890	chr_00	699		Winged helix-turn-helix DNA-binding domain	   
Ec-00_004900	chr_00	621		conserved unknown protein	   
Ec-00_004910	chr_00	2171	GBG-gametophyte	hypothetical protein	   
Ec-00_004920	chr_00	1650	GBG-gametophyte	PIN domain-like	GO:0004518,GO:0006281
Ec-00_004930	chr_00	448		hypothetical protein	   
Ec-00_004940	chr_00	483	GBG-gametophyte	hypothetical protein	   
Ec-00_004950	chr_00	7297	GBG-gametophyte	expressed unknown protein	   
Ec-00_004960	chr_00	606	GBG-gametophyte	Hypothetical protein	   
Ec-00_004970	chr_00	369		hypothetical protein	   
Ec-00_004980	chr_00	647		expressed unknown protein	   
Ec-00_005000	chr_00	1064		conserved unknown protein	   
Ec-00_005010	chr_00	1925		Hypothetical protein	   
Ec-00_005020	chr_00	105	GBG-sporophyte	Hypothetical protein	   
Ec-00_005030	chr_00	3010		expressed unknown protein	   
Ec-00_005040	chr_00	144		expressed unknown protein	   
Ec-00_005050	chr_00	795		expressed unknown protein	   
Ec-00_005060	chr_00	1950		3'-5' exonuclease domain	GO:0003676,GO:0006139,GO:0008408
Ec-00_005090	chr_00	678		conserved unknown protein	   
Ec-00_005120	chr_00	1014		expressed unknown protein	   
Ec-00_005130	chr_00	2334		PIN domain-like	GO:0004518,GO:0006281
Ec-00_005140	chr_00	1228		Hypothetical protein	   
Ec-00_005150	chr_00	2939		Ankyrin repeat-containing domain	   
Ec-00_005160	chr_00	1034		Hypothetical protein	   
Ec-00_005170	chr_00	849		Zinc finger RING/FYVE/PHD-type	   
Ec-00_005180	chr_00	2877	GBG-gametophyte	Zinc finger RING/FYVE/PHD-type	   
Ec-00_005190	chr_00	2097		Hypothetical protein	   
Ec-00_005200	chr_00	4650		Nck-associated protein 1	   
Ec-00_005210	chr_00	4392		Pentatricopeptide repeat	   
Ec-00_005220	chr_00	4915		Small GTPase superfamily Ras type	GO:0005525,GO:0006184,GO:0007165,GO:0016020
Ec-00_005230	chr_00	2169		Nitroreductase	GO:0006118,GO:0016491
Ec-00_005240	chr_00	4281		WD40 repeat	GO:0005515
Ec-00_005250	chr_00	687	GBG-sporophyte	Hypothetical protein	   
Ec-00_005260	chr_00	474		expressed unknown protein	   
Ec-00_005270	chr_00	750		hypothetical protein	   
Ec-00_005280	chr_00	1146		expressed unknown protein	   
Ec-00_005290	chr_00	153	GBG-gametophyte	Hypothetical protein	   
Ec-00_005310	chr_00	3433	GBG-gametophyte	Hypothetical protein	   
Ec-00_005320	chr_00	2337		hypothetical protein	   
Ec-00_005330	chr_00	342		hypothetical protein	   
Ec-00_005370	chr_00	2336		conserved unknown protein	   
Ec-00_005380	chr_00	996		hypothetical protein	   
Ec-00_005390	chr_00	1920	SBG-female,GBG-gametophyte	Notch domain	GO:0016020,GO:0030154
Ec-00_005400	chr_00	2393		expressed unknown protein	   
Ec-00_005410	chr_00	2537		P-loop containing nucleoside triphosphate hydrolase	GO:0008146
Ec-00_005420	chr_00	473		Histone H4	GO:0000786,GO:0003677,GO:0005634
Ec-00_005430	chr_00	492		Linker histone H1/H5 domain H15	GO:0000786,GO:0003677,GO:0005634,GO:0006334
Ec-00_005440	chr_00	411		Histone H3/CENP-A	GO:0000786,GO:0003677
Ec-00_005450	chr_00	1458		Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase family GT57	GO:0005789,GO:0016758
Ec-00_005460	chr_00	914		Histone core	GO:0003677
Ec-00_005470	chr_00	3431		Histone H2A	GO:0000786,GO:0003677,GO:0005634
Ec-00_005480	chr_00	1157		expressed unknown protein	   
Ec-00_005490	chr_00	543		expressed unknown protein	   
Ec-00_005500	chr_00	129		hypothetical protein	   
Ec-00_005510	chr_00	342		Exostosin-like	GO:0016020
Ec-00_005520	chr_00	1679		expressed unknown protein	   
Ec-00_005530	chr_00	3582		expressed unknown protein	   
Ec-00_005540	chr_00	1407		Dynein regulator LIS1	   
Ec-00_005550	chr_00	1552		High mobility group domain protein	GO:0003677,GO:0005634,GO:0005515,GO:0006355
Ec-00_005560	chr_00	1916		ISC system FeS cluster assembly IscU scaffold	GO:0005506,GO:0016226,GO:0051536
Ec-00_005570	chr_00	1316		Light harvesting complex protein. Probably a pseudogene (no EST support no targeting)	GO:0009765,GO:0016020
Ec-00_005580	chr_00	2748		GTP binding domain	GO:0005525
Ec-00_005590	chr_00	1392		Ankyrin repeat-containing domain	   
Ec-00_005600	chr_00	1380		expressed unknown protein	   
Ec-00_005610	chr_00	543		expressed unknown protein	   
Ec-00_005620	chr_00	2887	GBG-gametophyte	hypothetical protein	   
Ec-00_005630	chr_00	1776	GBG-gametophyte	RGS domain	GO:0038032
Ec-00_005640	chr_00	3301		conserved unknown protein	   
Ec-00_005650	chr_00	2364	SBG-female,GBG-sporophyte	expressed unknown protein	   
Ec-00_005660	chr_00	1002		hypothetical protein	   
Ec-00_005670	chr_00	2816		DDE superfamily endonuclease CENP-B-like	GO:0003676
Ec-00_005680	chr_00	4172	GBG-gametophyte	EsV-1-12	   
Ec-00_005690	chr_00	636	GBG-gametophyte	EsV-1-21	   
Ec-00_005700	chr_00	1020		hypothetical protein	   
Ec-00_005710	chr_00	626		Hypothetical protein	   
Ec-00_005720	chr_00	261		Hypothetical protein	   
Ec-00_005730	chr_00	117		Hypothetical protein	   
Ec-00_005740	chr_00	261		Hypothetical protein	   
Ec-00_005750	chr_00	668	GBG-gametophyte	Hypothetical protein	   
Ec-00_005760	chr_00	1797	SBG-male	Armadillo-type fold	GO:0005488
Ec-00_005770	chr_00	4197		Pectin lyase fold/virulence factor	   
Ec-00_005780	chr_00	1567		ribosome recycling factor	GO:0006412
Ec-00_005790	chr_00	4079		Zinc finger RING/FYVE/PHD-type	GO:0005515,GO:0006281,GO:0006310,GO:0008270
Ec-00_005800	chr_00	1005		S-adenosyl-L-methionine-dependent methyltransferase	   
Ec-00_005810	chr_00	1088		conserved unknown protein	   
Ec-00_005820	chr_00	1733	SBG-female	Cytochrome P450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Ec-00_005830	chr_00	3012		Notch domain	GO:0016020,GO:0030154
Ec-00_005840	chr_00	605		Hypothetical protein	   
Ec-00_005850	chr_00	1690		Cytochrome P450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Ec-00_005860	chr_00	1110		Harbinger transposase-derived nuclease domain	   
Ec-00_005870	chr_00	2826		Hypothetical protein	   
Ec-00_005880	chr_00	150		hypothetical protein	   
Ec-00_005890	chr_00	1861		conserved unknown protein	   
Ec-00_005900	chr_00	2080		WD40 repeat	GO:0005515
Ec-00_005910	chr_00	2163		Tubulin--tyrosine ligase-like protein 12	GO:0004835,GO:0006464
Ec-00_005920	chr_00	1969		Glucose-methanol-choline oxidoreductase	GO:0006066,GO:0008812,GO:0016614,GO:0050660,GO:0055114
Ec-00_005930	chr_00	2802		Chalcone Isomerase-like	NA
Ec-00_005940	chr_00	923		conserved unknown protein	   
Ec-00_005950	chr_00	7112		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-00_005960	chr_00	3216	GBG-gametophyte	conserved unknown protein	   
Ec-00_005970	chr_00	741		expressed unknown protein	   
Ec-00_005980	chr_00	1665		hypothetical protein	   
Ec-00_005990	chr_00	2187		conserved unknown protein	   
Ec-00_006000	chr_00	2295		expressed unknown protein	   
Ec-00_006010	chr_00	438		hypothetical protein	   
Ec-00_006020	chr_00	375		EsV-1-8	   
Ec-00_006030	chr_00	749		Hypothetical protein	   
Ec-00_006040	chr_00	645		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-00_006050	chr_00	1119		WD40 repeat	GO:0005515
Ec-00_006060	chr_00	4081	GBG-gametophyte	expressed unknown protein	   
Ec-00_006070	chr_00	294		Ankyrin repeat-containing domain	   
Ec-00_006080	chr_00	2121		Ankyrin repeat	GO:0005515
Ec-00_006090	chr_00	1494		Ankyrin repeat-containing domain	   
Ec-00_006100	chr_00	948		EsV-1-199	   
Ec-00_006110	chr_00	141		Hypothetical protein	   
Ec-00_006120	chr_00	423		FirrV-1-A34	NA
Ec-00_006130	chr_00	1092		EsV-1-159	   
Ec-00_006140	chr_00	462		EsV-1-207	NA
Ec-00_006150	chr_00	546		EsV-1-16	GO:0003676,GO:0004519
Ec-00_006160	chr_00	1392		EsV-1-117	   
Ec-00_006170	chr_00	2430		EsV-1-13	   
Ec-00_006180	chr_00	1215		Histidine kinase-like ATPase C-terminal domain	GO:0016310,GO:0016772
Ec-00_006190	chr_00	975		P-loop containing nucleoside triphosphate hydrolase	GO:0003677,GO:0006260 
Ec-00_006200	chr_00	1269		EsV-1-50	   
Ec-00_006240	chr_00	747		Strawberry notch helicase C domain	   
Ec-00_006260	chr_00	456		Strawberry notch helicase C domain	   
Ec-00_006270	chr_00	543		Light harvesting complex protein possible pseudogene	GO:0009765,GO:0016020
Ec-00_006280	chr_00	2221		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-00_006290	chr_00	1989		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-00_006310	chr_00	1700		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-00_006320	chr_00	1764		DNA polymerase mu	GO:0003677,GO:0003887,GO:0006260
Ec-00_006340	chr_00	2190	GBG-gametophyte	ferric reductase	GO:0005506,GO:0009055,GO:0016021,GO:0016491,GO:0050660
Ec-00_006350	chr_00	1887		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-00_006360	chr_00	951	SBG-female,GBG-gametophyte	expressed unknown protein	   
Ec-00_006370	chr_00	3537		Pectin lyase fold	   
Ec-00_006380	chr_00	3742		Pectin lyase fold/virulence factor	   
Ec-00_006390	chr_00	3447		hypothetical protein	   
Ec-00_006400	chr_00	162		Hypothetical protein	   
Ec-00_006410	chr_00	411		hypothetical protein	   
Ec-00_006420	chr_00	5028		Protein kinase-like domain	GO:0016772
Ec-00_006430	chr_00	915		expressed unknown protein	   
Ec-00_006440	chr_00	1509		hypothetical protein	   
Ec-00_006450	chr_00	1266		hypothetical protein	   
Ec-00_006460	chr_00	2128		expressed unknown protein	NA
Ec-00_006470	chr_00	4736		Rad21/Rec8-like protein C-terminal eukaryotic	GO:0000228
Ec-00_006480	chr_00	545		Hypothetical protein	   
Ec-00_006490	chr_00	162		Hypothetical protein	   
Ec-00_006500	chr_00	672		expressed unknown protein	   
Ec-00_006510	chr_00	688		expressed unknown protein	   
Ec-00_006520	chr_00	4987		expressed unknown protein	   
Ec-00_006530	chr_00	1852		PDZ domain	GO:0005515
Ec-00_006540	chr_00	1510		Transcription initiation Spt4	GO:0005634,GO:0006355,GO:0008270,GO:0032786
Ec-00_006550	chr_00	1953		conserved unknown protein	GO:0008270
Ec-00_006560	chr_00	4193		conserved unknown protein	   
Ec-00_006570	chr_00	2566	GBG-gametophyte	imm upregulated 4	NA
Ec-00_006580	chr_00	913		Glutathione peroxidase	GO:0004602,GO:0006979,GO:0055114
Ec-00_006590	chr_00	3452	GBG-gametophyte	EsV-1-163	   
Ec-00_006600	chr_00	372		hypothetical protein	   
Ec-00_006610	chr_00	5751		PDZ domain	GO:0005515
Ec-00_006620	chr_00	11980		P-loop containing nucleoside triphosphate hydrolase	   
Ec-00_006630	chr_00	1156		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-00_006640	chr_00	3201		RAN binding protein 16-like protein transporter	GO:0005488
Ec-00_006650	chr_00	1915		Protein of unknown function DUF872 transmembrane	   
Ec-00_006660	chr_00	2485		Peptide methionine sulphoxide reductase MrsB	GO:0033743,GO:0055114
Ec-00_006670	chr_00	2826		expressed unknown protein	   
Ec-00_006680	chr_00	1337		FG-GAP repeat	NA
Ec-00_006690	chr_00	4368		similar to Mucin-1 precursor (MUC-1) (Polymorphic epithelial mucin) (PEM) (PEMT) (Episialin) (Tumor-associated mucin) (Carcinoma-associated mucin) (Tumor-associated epithelial membrane antigen) (EMA) 	   
Ec-00_006700	chr_00	4591		similar to ankyrin 3 epithelial isoform e isoform 19	   
Ec-00_006710	chr_00	744		hypothetical protein	   
Ec-00_006720	chr_00	4224		Zinc finger PHD-type	GO:0005515,GO:0008270
Ec-00_006730	chr_00	3558		Origin recognition complex subunit 2	GO:0000808,GO:0005634,GO:0006260
Ec-00_006740	chr_00	1410		expressed unknown protein	   
Ec-00_006750	chr_00	123		hypothetical protein	   
Ec-00_006760	chr_00	861		hypothetical protein	   
Ec-00_006770	chr_00	3116		JmjC domain	   
Ec-00_006780	chr_00	4088		hypothetical protein	   
Ec-00_006790	chr_00	1790		Amino acid transporter transmembrane	   
Ec-00_006800	chr_00	3374		EsV-1-7 domain protein	NA
Ec-00_006810	chr_00	1659		Endonuclease/exonuclease/phosphatase	   
Ec-00_006820	chr_00	3280		C2H2 zinc finger protein	GO:0005622,GO:0003676,GO:0008270
Ec-00_006830	chr_00	1425		hypothetical protein	   
Ec-00_006840	chr_00	4359		Ribonuclease H-like domain	GO:0003676
Ec-00_006850	chr_00	2682		Hypothetical protein	   
Ec-00_006860	chr_00	627		expressed unknown protein	   
Ec-00_006870	chr_00	3407		Carbamoyltransferase	GO:0003824,GO:0009058
Ec-00_006880	chr_00	1056		expressed unknown protein	   
Ec-00_006890	chr_00	2673		Strawberry notch helicase C domain	   
Ec-00_006900	chr_00	5591		Pectin lyase fold/virulence factor	   
Ec-00_006920	chr_00	783		hypothetical protein	   
Ec-00_006930	chr_00	1556		expressed unknown protein	   
Ec-00_006940	chr_00	1658		expressed unknown protein	   
Ec-00_006950	chr_00	4011		Peptidase S8/S53 domain	GO:0004252,GO:0006508
Ec-00_006960	chr_00	3099	GBG-sporophyte	Ammonium transporter	GO:0006810,GO:0008519,GO:0016020
Ec-00_006970	chr_00	1230		Ankyrin repeat-containing domain	   
Ec-00_006990	chr_00	985		Aspartic peptidase	GO:0004190,GO:0006508
Ec-00_007000	chr_00	3631		Protein-tyrosine phosphatase-like	GO:0016311,GO:0016791
Ec-00_007010	chr_00	315		hypothetical protein	   
Ec-00_007020	chr_00	660		Zinc finger RING/FYVE/PHD-type	   
Ec-00_007030	chr_00	1263		Sphingosine-1-phosphate phosphatase 	GO:0003824,GO:0016020
Ec-00_007050	chr_00	1639		Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A N-terminal fragment family GT66	GO:0004576,GO:0006486,GO:0016020
Ec-00_007060	chr_00	595		Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A C-terminal fragment family GT66	GO:0004576,GO:0006486,GO:0016020
Ec-00_007080	chr_00	1503		Harbinger transposase-derived nuclease domain	   
Ec-00_007090	chr_00	2568		expressed unknown protein	GO:0003824,GO:0005488,GO:0008152
Ec-00_007100	chr_00	602		expressed unknown protein	   
Ec-00_007110	chr_00	3518	GBG-gametophyte	hypothetical protein	   
Ec-00_007120	chr_00	1076		IQ calmodulin-binding motif family protein	   
Ec-00_007130	chr_00	5580	GBG-gametophyte	P-loop containing nucleoside triphosphate hydrolase	   
Ec-00_007140	chr_00	1548		Major facilitator superfamily	GO:0016021,GO:0055085
Ec-00_007150	chr_00	2166		expressed unknown protein	   
Ec-00_007160	chr_00	4476		Domain of unknown function DUF4414	GO:0004842,GO:0005622,GO:0006464,GO:0006512,GO:0016881
Ec-00_007170	chr_00	333		hypothetical protein	   
Ec-00_007180	chr_00	4609		conserved unknown protein	   
Ec-00_007190	chr_00	252		Hypothetical protein	   
Ec-00_007210	chr_00	726		hypothetical protein	   
Ec-00_007220	chr_00	3496		expressed unknown protein	GO:0001584,GO:0007186,GO:0016021
Ec-00_007230	chr_00	129		hypothetical protein	   
Ec-00_007240	chr_00	3392		Hypothetical protein	   
Ec-00_007250	chr_00	1503	GBG-sporophyte	Carbohydrate-binding WSC subgroup	   
Ec-00_007260	chr_00	1591		hypothetical protein	   
Ec-00_007270	chr_00	2249	SBG-female	Unsaturated glucuronyl hydrolase family GH88	GO:0003824
Ec-00_007280	chr_00	1881		expressed unknown protein	   
Ec-00_007290	chr_00	888		expressed unknown protein	   
Ec-00_007300	chr_00	1791	GBG-gametophyte	Peptidase M14 carboxypeptidase A	GO:0004181,GO:0006508,GO:0008270
Ec-00_007310	chr_00	3869	SBG-male	Sodium/potassium/calcium exchanger	GO:0005432,GO:0006816,GO:0016020,GO:0016021
Ec-00_007320	chr_00	1120		ICln	GO:0000387,GO:0005829,GO:0005886,GO:0006821,GO:0006884,GO:0034709,GO:0034715
Ec-00_007330	chr_00	957		DNA-directed RNA polymerase RBP11-like dimerisation domain	GO:0006351,GO:0046983
Ec-00_007340	chr_00	623		Novel Sm-like protein with long N- and C-terminal domains.	NA
Ec-00_007350	chr_00	2035		UbiA prenyltransferase family	GO:0004659,GO:0016021
Ec-00_007360	chr_00	177		4-hydroxybenzoate nonaprenyltransferase	   
Ec-00_007370	chr_00	3504	GBG-sporophyte	expressed unknown protein	   
Ec-00_007380	chr_00	3834		conserved unknown protein	   
Ec-00_007390	chr_00	3801		Molybdenum cofactor sulfurase C-terminal	GO:0003824,GO:0030151,GO:0030170
Ec-00_007410	chr_00	1164		EsV-1-166	GO:0004553,GO:0005576,GO:0005975,GO:0030248
Ec-00_007420	chr_00	297		expressed unknown protein	   
Ec-00_007430	chr_00	1599	SBG-female	expressed unknown protein	   
Ec-00_007440	chr_00	1899		Hypothetical protein	   
Ec-00_007450	chr_00	1120		expressed unknown protein	   
Ec-00_007460	chr_00	750		Nucleotide-diphospho-sugar transferase	   
Ec-00_007470	chr_00	237		Hypothetical protein	   
Ec-00_007480	chr_00	3021		Glycosyltransferase family GT4	GO:0009058
Ec-00_007530	chr_00	345		Hypothetical protein	   
Ec-00_007540	chr_00	633		Hypothetical protein	   
Ec-00_007550	chr_00	156		Hypothetical protein	   
Ec-00_007560	chr_00	1263		MULE transposase domain	   
Ec-00_007570	chr_00	932		Hypothetical protein	   
Ec-00_007580	chr_00	1329		hypothetical protein	   
